Date,Type,open,close,low,High,Candle Mean,Moving Average Short,Moving Average Medium,Moving Average Long,EXPONENTIAL AVERAGE,RSI,VWAP,Pattern
07-Feb-22,Bear,17456.3,17213.6,17119.4,17536.75,17328.075,17707.23,17442.094999999998,14407.38375,17540.997440811432,42.19872838340227,0,[]
08-Feb-22,Bear,17279.85,17266.75,17043.65,17306.45,17175.050000000003,17670.4025,17446.351,14493.7175,17514.87863692463,43.58708478747459,0,['Doji']
09-Feb-22,Bull,17370.1,17463.8,17339.0,17477.15,17408.075,17640.805,17455.963,14581.036499999998,17510.01400483657,48.52369455185454,0,['MORNING STAR']
10-Feb-22,Bull,17554.1,17605.85,17427.15,17639.45,17533.300000000003,17610.48,17464.742,14669.06575,17519.14124247118,51.79832197511232,0,['Doji']
11-Feb-22,Bear,17451.0,17374.75,17303.0,17454.75,17378.875,17566.3275,17464.203999999998,14755.9395,17505.389695569163,46.604083468533304,0,['EVENING STAR']
14-Feb-22,Bear,17076.15,16842.8,16809.65,17099.5,16954.575,17495.68,17457.126,14840.153499999999,17442.285915038767,37.32574463715273,0,[]
15-Feb-22,Bull,16933.25,17352.45,16839.25,17375.0,17107.125,17447.8975,17465.93,14926.91575,17433.730113606503,48.006076478763724,0,[]
16-Feb-22,Bear,17408.45,17322.2,17257.7,17490.6,17374.15,17408.355,17468.839999999997,15013.52675,17423.108198024933,47.488797570256416,0,[]
17-Feb-22,Bear,17396.55,17304.6,17235.85,17442.9,17339.375,17376.665,17465.536999999997,15100.04975,17411.82170297494,47.17032691857183,0,[]
18-Feb-22,Bull,17236.05,17276.3,17219.2,17380.8,17300.0,17352.629999999997,17460.725999999995,15186.43125,17398.914874120183,46.62883588752812,0,['Doji']
21-Feb-22,Bull,17192.25,17206.65,17070.7,17351.05,17210.875,17332.105,17454.632999999998,15272.4645,17380.603933727783,45.25200814994038,0,['Doji']
22-Feb-22,Bull,16847.95,17092.2,16843.8,17148.55,16996.175,17329.260000000002,17449.111999999997,15357.925500000001,17353.136892420374,43.00490806230709,0,[]
23-Feb-22,Bear,17194.5,17063.25,17027.85,17220.7,17124.275,17318.525,17443.878999999997,15443.241750000001,17325.528616951768,42.43094398990706,0,[]
24-Feb-22,Bear,16548.9,16247.95,16203.25,16705.25,16454.25,17275.415,17424.409999999996,15524.481500000002,17222.90208200398,30.204665719844357,0,[]
25-Feb-22,Bull,16515.65,16658.4,16478.3,16748.8,16613.55,17253.237500000003,17412.609999999997,15607.773500000001,17169.139978955984,39.634947427017686,0,[]
28-Feb-22,Bull,16481.6,16793.9,16356.3,16815.9,16586.1,17225.940000000002,17408.784,15691.743,17133.402838103033,42.401708123706676,0,[]
02-Mar-22,Bull,16593.1,16605.95,16478.65,16678.5,16578.575,17177.395000000004,17408.618999999995,15774.772750000002,17083.169234474175,39.684665469536846,0,['Doji']
03-Mar-22,Bear,16723.2,16498.05,16442.95,16768.95,16605.95,17113.297500000004,17403.162999999997,15857.263,17027.443593095682,38.17240558534766,0,['ENGULFING']
04-Mar-22,Bear,16339.45,16245.35,16133.8,16456.0,16294.9,17047.555,17388.961,15938.48975,16952.95848899133,34.82531657616315,0,[]
07-Mar-22,Bear,15867.95,15863.15,15711.45,15944.6,15828.025000000001,16964.8975,17364.772,16017.8055,16849.16720432549,30.473152662388856,0,['Doji']
08-Mar-22,Bull,15747.75,16013.45,15671.45,16028.75,15850.1,16904.89,17344.966,16097.872750000002,16769.575089627826,33.9679189411832,0,['ENGULFING']
09-Mar-22,Bull,16078.0,16345.35,15990.0,16418.05,16204.025,16858.82,17330.147999999997,16179.599500000002,16729.17270013946,41.01834713126882,0,[]
10-Mar-22,Bear,16757.1,16594.9,16447.9,16757.3,16602.6,16815.375000000004,17317.380999999998,16262.574,16716.384823935703,45.711884504064834,0,[]
11-Mar-22,Bull,16528.8,16630.45,16470.9,16694.4,16582.65,16766.605000000003,17305.717999999997,16345.726250000002,16708.200554989446,46.36664880051954,0,[]
14-Mar-22,Bull,16633.7,16871.3,16606.5,16887.95,16747.225,16741.432500000003,17299.064999999995,16430.08275,16723.733835466643,50.704542028982516,0,[]
15-Mar-22,Bear,16900.65,16663.0,16555.0,16927.75,16741.375,16732.4425,17285.243999999995,16513.39775,16717.949660660295,47.15251631675735,0,['ENGULFING']
16-Mar-22,Bull,16876.65,16975.35,16837.85,16987.9,16912.875,16713.5875,17272.236999999994,16598.274500000003,16742.46397869265,52.52340025384853,0,[]
17-Mar-22,Bull,17202.9,17287.05,17175.75,17344.6,17260.175,16711.829999999998,17261.873,16684.70975,16794.329314055256,57.198204377780456,0,[]
21-Mar-22,Bear,17329.5,17117.6,17096.4,17353.35,17224.875,16702.48,17245.719999999998,16770.29775,16825.116998430945,54.08064232535129,0,['ENGULFING']
22-Mar-22,Bull,17120.4,17315.5,17006.3,17334.4,17170.35,16704.44,17237.111999999997,16856.87525,16871.82014143752,57.026567171626304,0,[]
23-Mar-22,Bear,17405.05,17245.65,17199.6,17442.4,17321.0,16706.39,17225.770999999997,16943.1035,16907.422985110137,55.66905110846341,0,[]
24-Mar-22,Bull,17094.95,17222.75,17091.15,17291.75,17191.45,16712.917500000003,17210.159999999996,17029.21725,16937.45412938536,55.20506981978061,0,[]
25-Mar-22,Bear,17289.0,17153.0,17076.55,17294.9,17185.725,16717.405000000002,17192.105,17036.224000000002,16957.982307539136,53.735990255229,0,['ENGULFING']
28-Mar-22,Bull,17181.85,17222.0,17003.9,17235.1,17119.5,16766.107500000002,17172.298,17043.6335,16983.126849678265,55.011424742522095,0,['Doji']
29-Mar-22,Bull,17297.2,17325.3,17235.7,17343.65,17289.675000000003,16799.4525,17153.648,17052.08325,17015.714768756527,56.92597282186934,0,['MORNING STAR']
30-Mar-22,Bull,17468.15,17472.25,17387.2,17522.5,17454.85,16833.37,17137.978000000003,17060.75575,17059.19431458924,59.562329228220406,0,['Doji']
31-Mar-22,Bear,17519.2,17464.75,17435.2,17559.8,17497.5,16876.31,17121.111000000004,17069.054500000002,17097.81866558074,59.36262919912657,0,[]
01-Apr-22,Bull,17436.9,17670.45,17422.7,17703.7,17563.2,16934.93,17112.259000000002,17078.347500000003,17152.35498314448,63.024309778644536,0,['ENGULFING']
04-Apr-22,Bull,17809.1,18053.4,17791.4,18114.65,17953.025,17025.3325,17114.559,17089.26825,17238.168794273577,68.68202400599404,0,[]
05-Apr-22,Bear,18080.6,17931.05,17921.55,18095.45,18008.5,17128.7275,17118.04,17100.085750000002,17304.157480533235,65.2469844286686,0,[]
06-Apr-22,Bear,17842.75,17807.65,17779.85,17901.0,17840.425,17218.4375,17121.850000000006,17110.7225,17352.10914905388,61.885189228145784,0,[]
07-Apr-22,Bear,17723.3,17639.55,17623.7,17787.5,17705.6,17283.1475,17131.659000000003,17120.5035,17379.484468191604,57.5361917234183,0,[]
08-Apr-22,Bull,17698.15,17784.35,17600.55,17842.75,17721.65,17342.62,17141.787000000004,17130.69275,17418.043090268595,60.135030865541395,0,['ENGULFING']
11-Apr-22,Bear,17740.9,17674.95,17650.95,17779.05,17715.0,17394.844999999998,17153.083000000006,17140.20375,17442.51041500492,57.282590633477675,0,[]
12-Apr-22,Bear,17584.85,17530.3,17442.35,17595.3,17518.824999999997,17427.795,17161.650000000005,17149.420499999997,17450.871327861594,53.658388278796224,0,[]
13-Apr-22,Bear,17599.9,17475.65,17457.4,17663.65,17560.525,17468.427499999998,17164.366000000005,17157.827999999994,17453.231201398587,52.311766648789565,0,[]
18-Apr-22,Bear,17183.45,17173.65,17067.85,17237.75,17152.8,17478.3425,17156.302000000003,17164.394499999995,17426.604420313008,45.514161032861544,0,['Doji']
19-Apr-22,Bear,17258.95,16868.9,16824.7,17275.65,17050.175000000003,17457.435,17138.080000000005,17169.665499999996,17373.48971361653,39.88222843752535,0,[]
20-Apr-22,Bull,17045.25,17136.55,16978.95,17186.9,17082.925000000003,17458.3825,17129.607000000004,17176.600499999993,17350.924026605433,46.180985579306544,0,['HARAMI']
21-Apr-22,Bull,17234.6,17392.6,17215.5,17414.7,17315.1,17462.2375,17127.133,17184.955999999995,17354.893166928727,51.42438033366318,0,[]
22-Apr-22,Bear,17242.75,17171.95,17149.2,17315.3,17232.25,17458.552499999998,17126.300000000003,17192.415749999996,17337.470008173612,47.160373555636006,0,[]
25-Apr-22,Bear,17009.05,16953.95,16888.7,17054.3,16971.5,17445.1125,17120.044,17198.574499999995,17300.94429310946,43.33701475249493,0,[]
26-Apr-22,Bull,17121.3,17200.8,17064.45,17223.85,17144.15,17447.5025,17114.784000000003,17205.406749999995,17291.40674138475,48.43484605621088,0,[]
27-Apr-22,Bear,17073.35,17038.4,16958.45,17110.7,17034.575,17438.322500000002,17103.435,17211.507499999996,17267.31086125287,45.53252583347817,0,['Doji']
28-Apr-22,Bull,17189.5,17245.05,17071.05,17322.5,17196.775,17434.31,17100.841000000004,17218.334499999994,17265.19077922879,49.6657158241077,0,['Doji']
29-Apr-22,Bear,17329.25,17102.55,17053.25,17377.65,17215.45,17415.824999999997,17106.036000000007,17225.20774999999,17249.701181207,47.01623881850057,0,['ENGULFING']
