Date,close,Gain,GainAverage,loseAverage,Strngth Index,RSI
02-Nov-21,17888.95,0,61.449057173235865,61.8665826157444,0.9932511959630645,49.830708641976386
03-Nov-21,17829.2,0,57.05983880371902,61.71539814319123,0.924564055656411,48.04018099262848
04-Nov-21,17916.8,87.59999999999854,59.24127888916756,57.30715541867757,1.0337501217144627,50.82975094516556
08-Nov-21,18068.55,151.75,65.84904468279845,53.21378717448631,1.2374433051885882,55.306130095854535
09-Nov-21,18044.25,0,61.145541491169986,51.14851666202295,1.1954509237326463,54.45127061643322
10-Nov-21,18017.2,0,56.77800281322927,49.427194043306976,1.148719928618276,53.4606634079554
11-Nov-21,17873.6,0,52.72243118371289,56.15382304021377,0.9388929965811315,48.42417803544035
12-Nov-21,18102.75,229.15000000000146,65.32440038487637,52.1428356801985,1.2527972353771246,55.61074098030855
15-Nov-21,18109.45,6.700000000000728,61.13694321452811,48.41834741732718,1.2626813279597684,55.80464700693457
16-Nov-21,17999.2,0,56.77001869920468,52.834894030375246,1.0744796548009936,51.79514064234432
17-Nov-21,17898.65,0,52.7150173635472,56.243115885348395,0.9372705714065838,48.380984320949274
18-Nov-21,17764.8,0,48.94965898043669,61.78646475068081,0.7922391931300347,44.20387614369921
22-Nov-21,17416.55,0,45.45325476754835,82.2481458399179,0.5526356163215572,35.59338781824674
23-Nov-21,17507.65,91.10000000000218,48.71373656986648,76.37327827992375,0.6378374435011238,38.94387968916197
24-Nov-21,17415.05,0,45.23418395773315,77.53232983135793,0.5834235093427852,36.84570210688236
25-Nov-21,17536.25,121.20000000000073,50.660313675037976,71.99430627197522,0.7036711137080323,41.303225020731574
26-Nov-21,17026.45,0,47.04171984110669,103.26614153826264,0.4555386609818919,31.296912489743832
29-Nov-21,17053.95,27.5,45.645882709599064,95.88998857124388,0.4760234450928661,32.25039864207011
30-Nov-21,16983.2,0,42.38546251605628,94.09427510186931,0.4504573999870714,31.056230951083876
01-Dec-21,17166.9,183.70000000000073,52.47935805062374,87.37325545173579,0.6006341160037567,37.52476034331553
02-Dec-21,17401.65,234.75,65.49868961843633,81.13230863375466,0.8073071100948057,44.66906070282969
03-Dec-21,17196.7,0,60.82021178854802,89.97642944562938,0.6759571608173253,40.33260375746577
06-Dec-21,16912.25,0,56.475910946508876,103.86739877094162,0.5437308685380192,35.2218692791287
07-Dec-21,17176.7,264.4500000000007,71.3312030217583,96.4482988587315,0.7395796905266064,42.51484968203558
08-Dec-21,17469.75,293.0499999999993,87.16825994877551,89.5591346545364,0.9733039548117186,49.32356986557531
09-Dec-21,17516.85,47.099999999998545,84.30624138100573,83.1620536077838,1.0137585319696198,50.34161325082414
10-Dec-21,17511.3,0,78.28436699664817,77.61833549294205,1.0085808527002835,50.21360486158044
13-Dec-21,17368.25,0,72.69262649688758,82.2920258148747,0.8833495806801249,46.9031129293121
14-Dec-21,17324.9,0,67.50029603282418,79.51045254238355,0.848948708936636,45.91521142979038
15-Dec-21,17221.4,0,62.678846316193884,81.22399164649902,0.7716789712697593,43.55636567254046
16-Dec-21,17248.4,27.0,60.130357293608604,75.42227795746338,0.7972492865771158,44.35941594365505
17-Dec-21,16985.2,0,55.83533177263656,88.83497238907319,0.6285287232160425,38.59488102701773
20-Dec-21,16614.2,0,51.847093788876805,108.98961721842511,0.47570672429255817,32.23585801037859
21-Dec-21,16770.85,156.64999999999782,59.333015661099736,101.20464455996617,0.586267714481656,36.958938843008
22-Dec-21,16955.45,184.60000000000218,68.28065739959277,93.97574137711145,0.7265774805179996,42.0819504897061
23-Dec-21,17072.6,117.14999999999782,71.77132472819314,87.26318842160349,0.8224696578978647,45.129401981185566
24-Dec-21,17003.75,0,66.6448015333222,85.94796067720313,0.775408759070174,43.67494274818577
27-Dec-21,17086.25,82.5,67.77731570951347,79.80882062883147,0.8492459251431221,45.92390409498373
28-Dec-21,17233.25,147.0,73.43607887311965,74.10819058391493,0.9909306689921915,49.77223388164492
29-Dec-21,17213.6,0,68.19064466789682,70.21831982792112,0.971123274310844,49.26750584132664
30-Dec-21,17203.95,0,63.31988433447562,65.89201126878375,0.960964510192047,49.00468647940676
31-Dec-21,17354.05,150.09999999999854,69.51846402487011,61.18543903529919,1.136192942650349,53.187749101009956
03-Jan-22,17625.7,271.65000000000146,83.95643088023664,56.81505053277782,1.4777146212657222,59.640226868049986
04-Jan-22,17805.25,179.54999999999927,90.78454296021968,52.7568326375794,1.7208110953869629,63.24625396833084
05-Jan-22,17925.25,120.0,92.87136132020399,48.98848744918087,1.8957793178763855,65.46698176111886
06-Jan-22,17745.9,0,86.23769265447514,58.300024059953564,1.4792050954523024,59.66449077430758
07-Jan-22,17812.7,66.79999999999927,84.8492860362983,54.13573662709974,1.5673433358958617,61.04922991723446
10-Jan-22,18003.3,190.59999999999854,92.40290846227688,50.26889829659262,1.8381725399488265,64.76606034606937
11-Jan-22,18055.75,52.45000000000073,89.54912928640002,46.67826270397886,1.9184332084999993,65.73503902410792
12-Jan-22,18212.35,156.59999999999854,94.3384771945142,43.344101082266086,2.1765009502783776,68.51881942889507
13-Jan-22,18257.8,45.45000000000073,90.84644310919181,40.24809386210422,2.25716138062202,69.29842021493482
14-Jan-22,18255.75,0,84.35741145853525,37.51965858623958,2.2483523208143885,69.21516198866964
17-Jan-22,18308.1,52.349999999998545,82.07116778292549,34.83968297293675,2.3556806715686207,70.19978663427031
18-Jan-22,18113.05,0,76.20894151271652,46.28327704629836,1.6465761799122984,62.21533286704267
19-Jan-22,17938.4,0,70.76544569037962,55.45232868584832,1.2761492144231497,56.06614919341162
20-Jan-22,17757.0,0,65.71077099820965,64.44859092257354,1.019584292807153,50.48485950492147
21-Jan-22,17617.15,0,61.01714449833754,69.83440585667533,0.8737404399711812,46.630815097560664
24-Jan-22,17149.1,0,56.65877703417057,98.27837686691302,0.5765131541691716,36.56887686883882
25-Jan-22,17277.95,128.85000000000218,61.8152929603014,91.25849280499065,0.6773648244705714,40.3826773155547
27-Jan-22,17110.15,0,57.39991489170844,96.72574331891984,0.5934295557952135,37.24228370416148
28-Jan-22,17101.95,0,53.29992097087212,90.40247593899706,0.5895847477323356,37.090488479675166
31-Jan-22,17339.85,237.89999999999782,66.48564090152396,83.9451562290687,0.7920128318076938,44.196828156009936
01-Feb-22,17576.85,237.0,78.66523797998654,77.94907364127809,1.0091875926839649,50.22863949382874
02-Feb-22,17780.0,203.15000000000146,87.5570066957019,72.38128266690109,1.209663651563617,54.74424357334325
03-Feb-22,17560.2,0,81.30293478886605,82.91119104783668,0.9806026636616193,49.5103173217358
04-Feb-22,17516.3,0,75.49558230394705,80.12467740156274,0.942226349637379,48.51269522799421
07-Feb-22,17213.6,0,70.10304071080797,96.02291473002258,0.7300657442851973,42.19872838340227
08-Feb-22,17266.75,53.150000000001455,68.89210923146466,89.16413510644954,0.7726437221559666,43.58708478747459
09-Feb-22,17463.8,197.04999999999927,78.04624428635998,82.79526831313171,0.9426413595422999,48.52369455185454
10-Feb-22,17605.85,142.04999999999927,82.6179411230485,76.88132057647944,1.0746165714058258,51.79832197511232
11-Feb-22,17374.75,0,76.71665961425933,87.89694053530222,0.8728023881951553,46.604083468533304
14-Feb-22,16842.8,0,71.2368982132408,119.61501621135211,0.5955514656067074,37.32574463715273
15-Feb-22,17352.45,509.65000000000146,102.552119769438,111.07108648196981,0.9233016711877154,48.006076478763724
16-Feb-22,17322.2,0,95.22696835733528,105.29815173325768,0.9043555541085391,47.488797570256416
17-Feb-22,17304.6,0,88.42504204609705,99.03399803802515,0.8928756164337153,47.17032691857183
18-Feb-22,17276.3,0,82.10896761423297,93.98156960673758,0.873670954398984,46.62883588752812
21-Feb-22,17206.65,0,76.24404135607347,92.24360034911331,0.8265510134850929,45.25200814994038
22-Feb-22,17092.2,0,70.79803840206822,93.82977175274813,0.7545370417038731,43.00490806230709
23-Feb-22,17063.25,0,65.74103565906334,89.1955023418376,0.7370442896000955,42.43094398990706
24-Feb-22,16247.95,0,61.04524739770168,141.06010931742057,0.4327605280691693,30.204665719844357
25-Feb-22,16658.4,410.4500000000007,86.00272972643734,130.9843872233191,0.6565876403254747,39.634947427017686
28-Feb-22,16793.9,135.5,89.53824903169182,121.62835956451057,0.7361625968835134,42.401708123706676
02-Mar-22,16605.95,0,83.14265981514241,126.365619595617,0.6579531686008226,39.684665469536846
03-Mar-22,16498.05,0,77.2038983997751,125.04664676735875,0.617400789190357,38.17240558534766
04-Mar-22,16245.35,0,71.6893342283626,134.16474342683304,0.5343381010336631,34.82531657616315
07-Mar-22,15863.15,0,66.56866749776528,151.8815474677736,0.4382933187580927,30.473152662388856
08-Mar-22,16013.45,150.3000000000011,72.54947696221069,141.03286550578977,0.5144153931923927,33.9679189411832
09-Mar-22,16345.35,331.89999999999964,91.07451432205276,130.95908939823337,0.6954424831491028,41.01834713126882
10-Mar-22,16594.9,249.5500000000011,102.39419187047766,121.604868726931,0.8420237852516271,45.711884504064834
11-Mar-22,16630.45,35.54999999999927,97.61960673687206,112.91880667500736,0.8645114982292713,46.36664880051954
14-Mar-22,16871.3,240.84999999999854,107.85034911280967,104.85317762679254,1.0285844602314778,50.704542028982516
15-Mar-22,16663.0,0,100.14675274760897,112.24223636773588,0.8922376815399611,47.15251631675735
16-Mar-22,16975.35,312.34999999999854,115.30412755135107,104.22493377004047,1.106300799439753,52.52340025384853
17-Mar-22,17287.05,311.7000000000007,129.33240415482604,96.780295643609,1.336350579368856,57.198204377780456
21-Mar-22,17117.6,0,120.09437528662419,101.97098881192268,1.17773081035949,54.08064232535129
22-Mar-22,17315.5,197.90000000000146,125.65191990900827,94.6873467539282,1.3270191236380322,57.026567171626304
23-Mar-22,17245.65,0,116.67678277265054,92.91325055721893,1.2557604224684538,55.66905110846341
24-Mar-22,17222.75,0,108.34272686031836,87.91230408884624,1.232395487562522,55.20506981978061
25-Mar-22,17153.0,0,100.60396065600992,86.61499665392866,1.161507412601704,53.735990255229
28-Mar-22,17222.0,69.0,98.34653489486634,80.42821117864803,1.222786550311531,55.011424742522095
29-Mar-22,17325.3,103.29999999999927,98.70035383094726,74.68333895160174,1.3215846427930822,56.92597282186934
30-Mar-22,17472.25,146.95000000000073,102.1467571287368,69.34881474077305,1.4729416430628695,59.562329228220406
31-Mar-22,17464.75,0,94.85056019096987,64.93104225928927,1.4607891216685376,59.36262919912657
01-Apr-22,17670.45,205.70000000000073,102.76837732018636,60.29311066934004,1.704479602715964,63.024309778644536
04-Apr-22,18053.4,382.9500000000007,122.78135036874453,55.98645990724432,2.19305436657654,68.68202400599404
05-Apr-22,17931.05,0,114.01125391383421,60.726712771012735,1.8774481395649707,65.2469844286686
06-Apr-22,17807.65,0,105.86759291998892,65.20337614451167,1.6236520128244933,61.885189228145784
07-Apr-22,17639.55,0,98.30562199713258,72.55313499133241,1.3549465782405776,57.5361917234183
08-Apr-22,17784.35,144.79999999999927,101.62664899733734,67.37076820623724,1.5084680151818226,60.135030865541395
11-Apr-22,17674.95,0,94.36760264038467,70.37285619150586,1.340965931290068,57.282590633477675
12-Apr-22,17530.3,0,87.62705959464292,75.67836646354125,1.1578878309544123,53.658388278796224
13-Apr-22,17475.65,0,81.36798390931128,74.17634028757386,1.0969533357113086,52.311766648789565
18-Apr-22,17173.65,0,75.55598505864619,90.44945883846144,0.8353392715547994,45.514161032861544
19-Apr-22,16868.9,0,70.1591289830286,105.7566403499999,0.663401643157707,39.88222843752535
20-Apr-22,17136.55,267.6499999999978,84.26561976995497,98.20259461071419,0.8580793624037439,46.180985579306544
21-Apr-22,17392.6,256.0499999999993,96.53593264352956,91.18812356709175,1.0586458945226913,51.42438033366318
22-Apr-22,17171.95,0,89.64050888327745,100.43540045515647,0.8925190567971216,47.160373555636006
25-Apr-22,16953.95,0,83.23761539161478,108.83287185121672,0.7648205360730285,43.33701475249493
26-Apr-22,17200.8,246.84999999999854,94.92421429221362,101.05909529041553,0.9392941231012213,48.43484605621088
27-Apr-22,17038.4,0,88.14391327134122,105.44058848395711,0.8359580929762394,45.53252583347817
28-Apr-22,17245.05,206.64999999999782,96.60863375195956,97.90911787796017,0.986717435983627,49.6657158241077
29-Apr-22,17102.55,0,89.70801705539101,101.09418088667731,0.8873707296362612,47.01623881850057
